x,alpha,beta,y
1.160933289,1.806402605,2.090530747,0.183081423
1.744348161,2.741228398,1.52038427,0.166120282
1.774257507,1.875767734,1.429847593,0.25614177
1.802542592,1.853436606,2.369013114,0.16500754
1.654703517,2.946345648,2.780293446,0.03793257
1.104525632,2.991020333,1.599726818,0.075572431
1.40957146,1.303450924,2.060615986,0.243282338
2.659793954,1.776411388,1.867601442,0.18328793
1.204704888,1.049824947,2.644481628,0.23682405
1.015918136,1.854253106,2.686170582,0.117375262
1.130658178,2.784427833,1.026777461,0.232401496
2.384661647,2.644756398,1.765556115,0.162640213
2.694746126,2.776678276,2.275357613,0.110458367
2.686935132,2.666369233,1.352043237,0.211660091
2.748766755,1.523273205,2.806992707,0.149171673
2.646253825,1.868410777,1.185013077,0.19103645
1.443841657,2.238175445,2.487351324,0.101948253
2.102646448,1.11747733,1.041355104,0.146598484
2.984870251,1.717838588,2.310421664,0.156683615
1.429173604,1.937120951,2.329968624,0.150773615
1.827181332,2.353464632,1.356205362,0.23798254
1.147834642,1.652255875,2.167821875,0.199269893
2.626017507,1.333451897,1.700427562,0.162498619
2.096005218,1.8255404,2.700005616,0.147337685
2.993661295,2.743683177,1.118840183,0.213977394
1.896113019,2.329731914,1.375097128,0.236343711
1.758264826,1.021790095,1.953481923,0.210181565
1.182546501,1.033813909,2.94242392,0.224616694
1.778992208,2.335675669,2.072054793,0.139914103
2.69407862,1.708806482,2.97680362,0.139085257
2.993016311,1.697811684,2.994189992,0.135295612
2.969603542,2.443297465,1.078566873,0.199336194
2.698513338,1.668737066,1.232993837,0.169941244
1.413610449,2.668607948,1.495781733,0.156919479
1.615086418,1.719554077,2.174700121,0.193582439
2.396988251,1.63987529,1.677539948,0.199698343
1.153722776,1.055110876,1.695247939,0.301127074
1.241095631,1.104967664,1.597799618,0.29524822
2.005690234,2.78131365,1.625150107,0.15785775
1.711773176,1.546716004,2.341857153,0.194919518
2.392610341,2.562445506,2.1401654,0.130790062
1.242389451,1.909667125,2.551182343,0.129696547
2.111342899,1.928620103,2.344781606,0.161781614
1.072955359,2.662299313,2.040726359,0.066347325
2.24651067,1.036782419,2.151525064,0.167194442
1.392084237,1.514699012,2.750718917,0.174062969
2.863553297,1.054741577,2.836288982,0.132338927
2.98261378,2.64712789,1.229703902,0.208843453
2.04293792,1.204931176,2.700300168,0.179010832
2.152468561,1.130555634,2.698296665,0.172444355
2.828793034,1.883667339,1.116760516,0.16906691
2.458403474,1.200028311,2.735451965,0.158659699
2.05982023,1.319629446,2.841261187,0.171917907
2.344685718,1.443941267,1.298764484,0.185788456
1.155830888,2.389582547,1.904577781,0.1158765
2.564957526,1.173649227,2.369780121,0.156593556
2.763338373,2.741027515,1.469897739,0.195144974
2.063916529,1.798609151,2.210955216,0.180793427
2.782169236,1.994099331,1.396245541,0.194264437
2.496248311,2.767469074,2.846415562,0.071030548
2.934476771,2.167208959,1.40597445,0.19234639
2.480039204,1.952296003,1.682329738,0.200821119
1.04229298,1.86539499,2.675749997,0.117799886
1.778845572,1.719042038,1.352445869,0.264887959
2.972734646,2.098508268,2.61376538,0.135135573
1.525016451,1.043751861,1.75071215,0.243306774
2.824494512,2.984915267,1.985130388,0.123958003
1.99025375,1.949355499,1.139118425,0.26524027
1.007649578,2.458080022,2.908685825,0.040137176
2.08907494,1.988250666,2.145266051,0.172324136
1.485590356,1.097655258,1.89319988,0.24714779
2.800722786,2.332938496,2.246826589,0.144198497
2.417316941,2.335592099,2.689760735,0.110065031
1.407039831,2.837264059,2.155708712,0.0637377
2.118905237,1.308873576,2.998045874,0.164920917
2.725007109,1.850457968,1.220561366,0.183954765
2.571954242,2.108732691,2.709509702,0.12828948
1.065377954,1.250030639,2.668844784,0.220432282
2.065080157,1.420668969,2.477543722,0.183282623
1.842382157,2.419654116,1.785108157,0.165874996
2.365854767,2.150235599,1.318228439,0.230184812
2.056457986,1.828361335,1.054532028,0.24976068
2.827411303,2.308635917,1.589190251,0.192470028
1.007227404,2.623784541,2.753242421,0.033814646
2.572770703,2.305750278,2.917724664,0.10284665
1.437502399,1.003538299,1.327856523,0.25568047
2.151403049,1.819971589,1.725682743,0.213040709
2.04733993,2.880379351,1.178617002,0.234875341
1.003322627,2.642835031,1.197954589,0.182788252
1.303060695,1.803302104,2.317809549,0.166076666
2.93636205,1.913101148,2.851427419,0.1331144
1.953421715,2.499241227,1.684952214,0.174895885
1.248532059,2.474189643,1.529968846,0.164036261
1.379087165,1.962176248,1.143515801,0.318428228
1.886702748,1.781527141,2.276098649,0.178744143
2.678439534,2.781176755,1.063432144,0.237924521
2.634719154,2.392977283,2.885068132,0.099112014
2.735500832,2.681994078,2.066081305,0.135587951
2.548904045,2.665461775,2.622599634,0.091528492
2.059503372,2.678986156,1.730130613,0.155027303
2.45245463,2.527432056,1.538976793,0.198474399
2.311367469,1.862237827,1.956003542,0.190766791
2.743665338,1.190823419,2.627359502,0.146707743
1.630396854,1.349234482,1.925936556,0.23574958
2.959726716,2.84321393,2.231537331,0.11510659
2.424752244,2.886471773,2.178459658,0.102224658
2.010170907,2.680725312,1.90439506,0.131545648
2.591876787,2.825295215,1.68283127,0.163586465
2.333077429,1.571618417,2.372746063,0.175319346
1.356305289,2.157537435,2.639037627,0.097371229
1.650225832,2.838770808,1.175082271,0.225169847
1.849138096,2.791516917,2.778891892,0.053567854
2.497233945,2.875786031,2.001607847,0.121456293
2.499087652,1.263587858,2.428436086,0.164058993
2.88151576,2.353557374,1.429393004,0.199625021
2.785074019,1.605008629,1.818659933,0.172096659
2.034020579,2.819591225,1.207252102,0.232884642
1.113269722,2.739990098,1.943838758,0.068960036
2.845643481,1.365688358,2.027551481,0.154205933
1.043295904,1.866999214,1.642094012,0.228958212
1.552385885,1.136243783,2.396197415,0.219462242
2.557737567,1.828815151,2.001330727,0.181600591
2.118759026,1.526172656,2.51744101,0.176209059
1.089469617,1.647698671,2.153971005,0.200091743
1.307647218,1.515057346,2.17071849,0.219066549
1.91359536,1.179736121,2.18444127,0.201511366
2.408264414,1.273247322,1.360335041,0.162225701
2.018611142,1.058297841,2.83089942,0.175092321
2.194609015,1.81525918,2.749947442,0.145600094
2.600171902,2.601337442,1.501352016,0.198454235
1.046796516,1.910534255,2.214595792,0.147363647
1.018725544,1.239462059,2.702785231,0.221121719
1.203057122,2.015932319,1.834951062,0.182985653
2.323025293,2.030241988,1.72622269,0.20213341
2.347075882,1.97240761,2.679929869,0.138189341
1.963709596,2.04851037,1.040275626,0.277410272
2.12052498,1.436241549,1.288076659,0.209972599
1.542994814,2.216552371,1.155389888,0.29112134
2.00483447,1.962938981,1.780734814,0.207316632
2.926621712,1.303338909,1.893622987,0.14324307
2.836337229,1.002540351,2.759842442,0.129851967
2.349223715,2.776804056,2.229618467,0.104355756
2.607082934,1.714233027,1.109506248,0.173644877
2.720976356,2.438656521,1.658871048,0.186942982
2.332401646,2.092689011,2.963172952,0.113398797
2.35382205,1.43981364,1.278473905,0.183217601
2.430625179,2.465068211,2.769023868,0.095591274
1.073818313,1.29293322,2.721223946,0.209899441
1.178005852,1.891678282,2.188010182,0.160163607
2.735053469,2.832675383,1.955855354,0.135460276
1.436596017,2.476496896,2.701775416,0.06544611
2.16656868,2.911922691,2.267273568,0.084209549
1.405785571,2.233714166,2.936478421,0.07574852
1.452284597,1.22214999,2.196657101,0.234915831
1.261077061,1.746015495,2.828626883,0.134945132
2.201863458,2.165457493,1.784904476,0.192668733
2.366330184,2.077267264,1.649879405,0.20576817
2.960337059,2.590073753,1.233239498,0.208520413
2.45204831,2.246405238,2.253563714,0.146871725
1.597918151,2.64244174,2.284303229,0.081902125
1.467381968,2.170421991,2.692376213,0.097595957
1.527984178,2.402518483,2.720565957,0.075013517
2.50430336,1.779459979,2.556634783,0.156052651
2.444465429,2.085139984,1.76554695,0.194325054
1.200708427,1.106340916,2.610472706,0.234676973
1.350830819,2.948184725,2.779516936,0.028442649
2.056675717,1.548056712,1.549984001,0.224885073
1.348287318,1.485287266,1.614309569,0.277957651
2.017606158,1.757003244,1.700525392,0.221946218
1.647641309,2.350903246,1.195108711,0.270215404
2.607862542,1.453396698,1.356267113,0.163706831
1.977554448,1.086609194,1.463110973,0.189757082
2.503177015,2.803922199,1.984526517,0.12900616
1.337826712,2.337121727,1.01365964,0.320082104
2.796839136,1.289470991,2.658475427,0.148260878
2.541335601,2.015918682,1.282242001,0.213867343
2.945149856,2.113050388,1.842394237,0.17564174
1.7490584,1.820032429,2.45379082,0.161567496
1.764767472,1.533553332,2.089173716,0.211720324
2.460038862,2.762326879,1.639518789,0.171169325
1.64954152,2.743033795,1.629781542,0.142404318
2.950123749,2.753080588,2.420056709,0.107168506
1.057849456,1.947116321,1.998741273,0.16481036
1.991438728,2.952938168,2.493589484,0.060709504
1.753434825,2.048014897,2.317420862,0.148022429
1.185405946,2.484372772,2.079253388,0.089817197
2.794652192,2.929697589,2.05160557,0.120800058
1.320957978,1.699283722,1.666579285,0.254117791
1.728797083,2.897501209,2.224100616,0.070274144
2.394715843,2.983284715,2.0082669,0.108779118
1.475612365,1.726552124,1.477226682,0.272565719
1.405955748,2.949141504,2.55845757,0.036787645
1.497894681,1.621554324,1.258163019,0.300558415
1.217669329,1.171936204,1.405912249,0.315136278
1.965184518,2.370478009,2.392336693,0.115200397
2.123304573,1.902747725,1.212249032,0.246589772
2.469113441,1.563922799,1.991945108,0.184337948
2.631338795,1.365389469,2.734438482,0.154834603
2.470960203,1.917806802,1.347936902,0.213746517
1.415460908,1.388663049,1.943039071,0.247335897
2.641129406,2.886903087,2.639724709,0.077185023
2.54940937,1.722944981,2.439712168,0.162963022
2.484932326,1.631953768,1.964452981,0.185722091
1.702528773,1.756845922,2.084141366,0.197576166
2.911330893,1.788920318,1.425108069,0.172154908
2.185082578,2.28325466,1.3519331,0.235532856
1.514175809,2.1622643,1.370859851,0.251268246
1.469435627,1.29526004,2.118572948,0.23574498
2.137698016,2.149169102,1.770783512,0.195487772
1.551198778,1.480807976,2.56643873,0.188678789
2.287299753,2.634244913,2.087847992,0.126696278
2.089908106,1.44164433,2.560025395,0.178227229
2.730850644,2.332217768,2.869126276,0.105883199
1.012443303,2.865370373,1.92882873,0.051990833
1.325488137,1.837306333,2.467585761,0.149447731
1.390156983,1.074334631,1.530040533,0.271857487
2.029072732,2.605604425,2.86051785,0.069019145
2.422221367,1.067867299,2.348407102,0.157620828
2.735389247,2.376412222,1.585580126,0.194537665
1.519101498,1.19115704,1.677879701,0.256882749
1.30004662,1.744094629,2.347088578,0.171904375
2.0372524,1.52089393,1.876006667,0.211754265
1.849517431,2.272470048,1.492276594,0.222134303
1.901577395,1.279839548,2.431575212,0.194983002
1.526704532,2.917415133,1.069304059,0.239245336
2.025197089,1.683388082,2.181418303,0.190142793
2.404266935,2.598226101,2.332091637,0.112468566
2.546806877,2.224725177,2.495917915,0.132535418
2.01721713,2.867929188,2.076755196,0.09717409
1.065033896,2.187983281,2.804345053,0.070541072
2.829161172,1.217048776,1.461824341,0.124728815
1.027717996,2.494432805,1.69627668,0.114872659
1.076478409,1.288831705,1.512383127,0.32711318
1.405137103,1.322778831,2.209219777,0.231541851
1.980906371,1.148091273,1.722348472,0.200996497
1.240210686,2.37586905,2.162278365,0.099181517
2.109976732,1.400436505,2.797304557,0.169276677
1.899093478,2.000553469,1.542465536,0.233000888
1.97692506,1.187192354,2.81445538,0.17875473
1.313039433,2.355620498,2.244588595,0.09938534
2.17730636,1.533028252,1.212238496,0.210693964
2.86206473,1.710667523,2.629547189,0.149347037
1.280619019,1.57796733,2.694297322,0.168440295
2.688005443,2.183539666,1.267825938,0.210954329
2.812381812,1.787517285,2.292034736,0.161902543
1.140033893,1.721183166,2.258682717,0.178816908
1.602751167,2.386508226,2.650683578,0.083315763
2.305107622,2.022805649,2.064189791,0.175809802
1.12912294,2.876816409,1.22222939,0.156338749
1.085990652,2.948194665,2.29890209,0.032984094
1.165647346,1.056602514,1.0400285,0.325149222
1.166205295,1.089116957,1.81815688,0.291229524
1.64117102,2.164820253,1.602140051,0.213136741
1.099557669,1.722220316,2.943157566,0.125784885
2.532534192,2.707722329,1.764359322,0.160906437
1.790598295,1.940241369,2.634107921,0.137085824
1.791529337,2.956839992,2.60784991,0.04812759
1.213710325,2.115511079,1.414908781,0.239547099
2.751243488,1.717186572,1.741417078,0.180058748
1.575426879,2.190617851,2.66262724,0.101501512
1.992150479,1.014776726,1.803817589,0.185538155
2.250146583,2.413981574,2.101739348,0.143282234
2.590096847,1.263460719,2.055707334,0.162273966
1.282325448,2.268203747,2.324463489,0.101785659
2.288674138,1.355588589,2.45644919,0.175570941
2.896856141,2.51974808,1.496155891,0.195220791
2.924474704,1.056593891,1.582465439,0.106227205
1.877290814,2.027117048,2.987499113,0.109511597
2.856624432,1.295770275,2.190700733,0.149232943
2.956874755,1.992028215,2.807254877,0.1312511
2.966326326,1.348489988,2.992809338,0.138706723
2.542756744,2.484054542,1.673734923,0.185039975
1.835451825,1.156944743,2.163190314,0.207188234
1.758538238,1.15269005,2.256351907,0.209941233
1.15863726,2.311919437,1.827453769,0.135859342
2.079466345,2.202004025,2.528776518,0.124526428
2.95782913,1.366839535,2.536652921,0.146091247
1.784903743,2.312560512,1.038529705,0.298964637
1.896461487,1.069686058,2.114794533,0.198503009
2.637556387,1.457536464,1.808778167,0.172598381
1.956783437,2.457201833,1.174311312,0.262377558
2.495437224,2.086339171,1.880236041,0.18452894
1.163773436,1.566075355,2.955219013,0.151293326
1.649551755,2.336286455,2.275658831,0.116085692
1.59533065,2.088103518,1.710303386,0.204973407
2.766718006,2.651510956,1.258736285,0.217799085
2.748805926,1.492731196,2.340672745,0.161284465
1.717316234,1.457405352,2.550885297,0.18840308
1.344996896,2.653432715,1.589020095,0.137597312
1.880349772,2.650846032,2.239453824,0.097237038
1.82617093,2.581238559,1.259881364,0.237654357
2.018911179,2.855535279,2.184917395,0.089254648
2.085135212,2.280424252,1.777645247,0.185161106
2.030320392,2.585801216,1.724754767,0.163590865
2.683329359,1.233279414,1.592248226,0.144519448
1.201368689,2.180545671,2.397143439,0.102545137
1.397991997,2.423790468,2.007355235,0.117550093
2.03911212,2.25900281,1.630140685,0.204380726
2.878838007,2.60999062,1.672000245,0.178006042
2.754687747,2.609212213,1.957740681,0.150521464
2.61943093,1.56845233,2.505204935,0.161623888
2.091940126,2.249758889,2.94603175,0.096024047
1.808248346,2.923041659,1.565190297,0.142414075
2.842460024,2.089277196,2.008799402,0.16953659
2.129671827,2.436123793,1.55734555,0.201538008
2.35987808,1.291930718,2.483250275,0.170675645
1.125472294,2.429478806,2.965775458,0.045591811
2.041442293,2.418927966,1.926867388,0.155251635
1.524929544,1.993760599,2.365786183,0.143778214
1.687008368,2.706700171,2.498118793,0.067135854
2.261104596,2.305275365,2.058165444,0.156447722
2.853354291,1.823954304,2.873180247,0.136671151
1.043730924,2.067117808,2.530072204,0.098720534
2.499063238,1.577079842,1.04007085,0.161874677
2.954502361,1.889269383,1.022932021,0.145880871
2.83001795,2.949653815,1.179568354,0.221944138
2.077463425,1.066618117,2.81618139,0.172316718
2.540464536,1.349968098,1.436373295,0.162676889
2.824537529,2.300663327,2.395278511,0.136301004
1.609414064,2.58926321,1.71146028,0.145904996
2.998596229,1.615249438,1.7463761,0.160188006
2.112276013,2.575503957,1.26917281,0.237105265
2.360729677,1.921196539,2.062227035,0.180374085
1.895912241,1.321504162,1.769232827,0.221272304
2.882028963,1.930356831,2.071718859,0.167876677
1.271953955,1.384866987,2.372710834,0.218384108
1.896774862,2.712812492,2.852023047,0.057454125
2.869541565,2.261728751,2.624800237,0.125256462
1.580967957,1.781568174,2.11611539,0.192368654
1.815409639,1.934335113,1.816350743,0.207952972
2.3055151,2.183574883,2.176219306,0.156175172
1.558091559,2.367874813,2.652046016,0.083198987
1.488203039,1.862723182,2.100866009,0.183343127
1.150133579,1.798552183,1.988152523,0.195680216
2.947001525,2.796291774,1.768653233,0.159946614
1.477038296,1.253348966,1.426847344,0.277243822
1.808457398,2.353263513,1.472278562,0.217894056
2.717240245,2.219550847,2.484046914,0.135060034
2.055985567,2.516796114,2.753630816,0.082143911
1.249729802,1.120473412,1.014876655,0.31259419
1.603991497,2.659762265,2.883319682,0.05020055
2.297744715,2.962798026,2.27334401,0.084574502
1.165163191,2.451841534,2.412923626,0.069112117
2.379392338,1.64199471,2.565447714,0.163426188
1.126460904,2.042020346,1.085798051,0.332942808
1.70572302,1.986080655,1.186192996,0.288020443
1.431421889,1.773107194,1.47977212,0.270788663
1.093752039,2.761030458,2.307421525,0.044642981
1.160732471,1.601055398,1.097284646,0.366258452
1.567954667,1.764262473,2.275065402,0.179983098
1.101118009,2.517237795,2.263088571,0.067664933
2.092078317,2.406123552,2.430143985,0.113004129
2.324949727,2.490333647,2.808905476,0.088901413
1.096965774,1.404879078,1.675441985,0.294526297
2.414582006,1.679368877,2.560761476,0.161506161
2.366590761,2.465669654,2.497635014,0.11050424
1.362166492,1.192617328,1.125176523,0.29863211
1.250801825,1.307123088,2.74311354,0.202521814
2.673503556,1.39224809,2.317412017,0.162198147
1.665034793,2.377204704,1.099605664,0.289419367
2.679202441,1.165984114,2.217254548,0.14980803
2.225328931,2.719191559,2.482292564,0.086836558
2.457343504,1.066939658,1.827203347,0.150656869
1.033386739,2.010179898,1.432847157,0.242837727
2.734254199,2.565940269,2.520416896,0.109279208
1.553179249,2.451958919,2.647878711,0.075293531
1.877627387,1.026658502,1.097832159,0.169564049
2.906221742,1.431975993,1.086245522,0.109478682
1.973294065,2.909171038,1.662757413,0.138163688
2.258682032,2.845210409,1.176225861,0.238405132
1.60924601,2.227923949,2.750634877,0.093715299
1.843366023,1.331120817,1.54145568,0.233058763
2.366529705,2.594933678,2.947760647,0.075188073
2.072540753,2.26461867,1.141005522,0.265319673
1.41032632,2.906443932,1.093251569,0.222629518
2.895797497,2.409456139,2.687992985,0.112567381
2.541218133,2.799638565,2.936955771,0.065908344
1.192668961,1.039224451,2.440361324,0.249684733
1.399453286,2.429205654,2.733738196,0.066489248
1.441954817,2.866041832,1.396671478,0.152572944
2.431840045,1.561150701,1.177809926,0.181825671
1.679768178,2.577004949,2.462329333,0.079923231
1.859920392,2.870116818,2.477427716,0.062612662
2.278928154,1.558502254,1.749226435,0.202467088
2.676223015,2.490307015,1.851670371,0.166897897
1.295921623,1.883218285,2.499199453,0.139499693
2.074756112,1.265766056,1.439564929,0.200542096
2.497274676,1.066998898,1.690725913,0.143564299
1.635135468,2.467215556,1.767461276,0.154008379
1.162035072,2.319463622,2.719484312,0.066164417
2.425265587,1.259539028,2.811926995,0.159714331
2.783749827,2.060814637,2.858033547,0.125059166
2.872424329,2.281979659,2.510168629,0.130639848
1.432816311,1.117214638,2.218172089,0.237663534
1.017149333,2.757110515,1.615711876,0.090400856
1.552559664,1.590095823,1.753246452,0.245381788
2.905407867,2.00001287,2.997427199,0.122671986
1.866310579,2.068241065,1.130187433,0.281327606
2.567460838,1.389170928,2.085060292,0.170968441
1.36664251,2.345259661,2.427057274,0.090330782
2.747221586,2.573653811,1.922841196,0.155849585
1.760752208,2.899950644,1.465187617,0.159230359
2.276660412,2.240023958,2.847043194,0.106207517
1.955573622,2.496315852,1.869219945,0.151641299
1.729662256,2.503590678,1.406267532,0.212908513
1.53503708,2.330201616,2.40746197,0.101533901
1.348139769,1.395459612,2.886364909,0.181083229
2.493538432,2.242296318,1.432046831,0.216135849
1.83595214,2.298953324,2.127806207,0.140419124
1.926804438,2.716999372,2.746722505,0.06271938
2.130620905,1.327791124,2.38701195,0.184993424
1.857681705,1.29871547,2.898794056,0.177266198
1.650821302,2.22155835,2.041271226,0.151004488
2.722503616,2.796243424,1.219000789,0.222762069
2.048581678,2.536656156,1.098132034,0.269348616
2.734979275,2.793283827,2.903085256,0.072374228
1.4720447,1.414893479,1.22684318,0.298705469
1.177472827,1.747788117,1.640615274,0.252620061
1.181833346,1.672960564,2.224822134,0.191006583
1.340474487,2.19599855,2.742020019,0.086442606
1.199849353,1.154283019,2.296134456,0.250799391
1.654412785,1.585008494,1.944123907,0.224067459
2.75527155,1.942017394,2.555469668,0.146300827
1.265492707,1.173318559,2.020249872,0.263555721
2.206761023,1.075834431,1.58129799,0.167077005
2.94313794,1.91574367,1.998280266,0.169100096
1.396787839,2.757904568,1.667695637,0.117382276
2.387095267,2.191798409,1.147241002,0.237559247
2.692719784,1.193692838,1.329387058,0.123685644
2.109593585,2.076241125,2.142530964,0.165734665
2.661591345,1.358329163,2.608885271,0.156326893
2.458566605,1.997356287,1.352563239,0.21814441
1.652325384,1.248300962,1.927037381,0.233696454
2.991958395,2.508103888,1.481759569,0.19338369
1.003622388,1.119394929,2.705679588,0.240059267
1.79018356,2.582483403,1.219503547,0.24579484
1.049013895,2.125264527,2.384244886,0.101202666
2.11088739,1.074718423,1.674773054,0.179049769
1.302810494,1.29577484,2.420698202,0.223566942
1.520235665,2.457892007,2.404233443,0.087746167
2.65322293,2.453207992,2.027192372,0.153094822
1.274023358,1.028687719,1.270849998,0.293399518
1.646182914,1.569854855,2.786511687,0.165382695
1.150251086,2.829438023,1.3963571,0.128226995
1.840616416,1.541176619,2.335811733,0.192665153
2.662703694,1.700543231,1.443463803,0.185060244
2.22279442,2.665159425,1.745211101,0.159601159
1.396580641,1.086636359,2.054488317,0.249285065
2.182008449,1.594597772,2.403091437,0.177482863
2.905838832,1.680052149,2.374046178,0.157027742
1.455167005,2.01030298,2.857774314,0.105874032
2.401109638,1.18791056,2.765939267,0.160369849
1.082231962,2.086055712,1.908605243,0.15438585
1.779622298,2.756379592,2.116486512,0.09296589
2.208765435,1.913283214,1.992481078,0.188318283
2.419326798,2.182873864,1.663683082,0.20028584
2.775734022,1.842642121,1.905391593,0.177964148
2.13143973,1.584061472,1.010196306,0.208151638
2.679219636,1.479413596,1.574074009,0.168731695
2.384766655,1.779621789,2.438520042,0.16365611
1.865193796,2.941427525,2.972592586,0.038330151
1.352250414,1.688340505,2.038307893,0.210175296
2.202209806,2.152698026,1.379214591,0.234412371
1.3299675,2.501186153,1.579684238,0.158346138
2.105702267,2.926909044,1.908666159,0.112242438
2.481684463,2.151497264,1.595426924,0.204918942
2.615787837,1.774132504,2.441055573,0.160047617
1.87483876,1.697229144,2.277258998,0.185360336
1.528483723,2.338830855,1.714037126,0.171720185
1.041129422,1.318982346,2.597013926,0.215317532
1.01465729,1.806308468,2.698113538,0.123945361
1.177604419,2.221205499,1.059280197,0.31708251
1.196058528,1.410021613,1.184214042,0.348253762
2.019914176,1.353347813,2.175264803,0.198632541
2.357969166,1.617353421,2.793445987,0.154782563
1.286032102,1.278683345,1.011519767,0.329026371
1.168349543,1.306382877,2.533489524,0.219002937
1.199133638,2.634906722,2.545227237,0.048814559
1.161300191,1.648118973,1.58372262,0.275662985
1.392327496,2.951636626,1.413055392,0.134134964
1.07313709,2.261297097,1.243595147,0.247027944
1.046311199,2.520623217,1.965814157,0.0848893
1.792161259,2.568176189,2.194597112,0.104973576
1.178076008,1.43592489,2.840782787,0.17883054
1.60000722,1.861718775,1.247232412,0.290246641
2.391309949,2.916105375,1.304056199,0.211292901
2.409026526,2.617830197,2.263283136,0.116353098
2.552007788,1.157694622,1.079607695,0.107230807
1.23527655,1.268943752,1.384453189,0.317953855
1.52283094,1.779378778,2.07028892,0.19675226
1.70532932,1.592933255,1.977792951,0.219008312
2.505456235,1.277526237,1.94261917,0.168794642
2.776197144,1.234513737,2.841485708,0.144829747
1.585446482,1.06055585,2.887465769,0.19914166
1.507843233,2.38722919,1.64527674,0.174829262
1.745239143,2.209070996,1.794380272,0.184011782
2.097383825,2.918801193,2.985425765,0.045354165
1.645867723,2.851432754,2.732249347,0.044760901
2.985239029,1.251528232,2.278883453,0.139860012
1.832449608,2.970412587,2.49161771,0.053941168
2.536901811,1.98500027,2.705749597,0.136671412
2.754383033,1.559731038,2.75138103,0.15022518
1.968217148,1.318685754,2.406249306,0.192256019
2.106218667,2.88377411,1.6050811,0.155339968
2.180034368,2.390079163,1.209578063,0.250540137
1.550252328,1.592975324,2.843387757,0.159383913
2.964877129,1.215898736,1.88514635,0.132763391
2.21702435,2.399908792,1.924798358,0.161125307
2.5153224,1.870063804,2.198309821,0.171126661
2.123803708,1.905056806,2.726734416,0.139319944
2.673669967,2.873678679,1.946979012,0.131990854
2.126330057,1.215558815,2.348946885,0.184346446
2.291018665,2.293579957,2.770949669,0.106206696
1.610533737,2.758863812,1.210819544,0.222649017
2.344455105,1.161176722,1.467143721,0.160003786
1.091451778,2.337935651,1.056273739,0.294770303
2.316218202,2.433833985,2.911993502,0.087887764
1.060886657,2.197155432,2.667639169,0.075913062
2.766624795,1.948448341,2.559775665,0.145715994
2.403407839,1.324767985,2.919842088,0.157890748
2.703355766,1.027847136,2.348153869,0.137307707
1.043939681,1.595105886,1.038016278,0.395963489
2.705269268,2.565806793,1.065505978,0.228672269
2.93093082,2.055919443,2.39290015,0.148401463
1.539337544,2.028180546,2.354152588,0.140994825
1.078554625,1.75915222,1.270044881,0.322955052
1.320486104,1.966603924,1.288741609,0.289089133
1.978744609,2.90227548,1.429811805,0.177594164
2.867599916,1.579828845,2.562755045,0.152604181
1.807264601,1.694578388,1.006170551,0.272908877
2.652925324,1.887729998,1.52862727,0.196486125
2.922165502,2.543547366,2.282429723,0.130040875
2.747773982,1.46010359,1.807902052,0.165639699
1.235417795,2.989055352,1.851676142,0.062581444
2.984288838,2.396253731,1.471024644,0.19371302
2.934529229,2.244472677,2.769972267,0.119058281
2.768379849,2.966109332,1.441196984,0.189188493
2.109024439,1.888320122,1.134318295,0.248753711
1.199684707,2.028814309,1.018448722,0.353389426
1.96558178,1.421939604,2.45926568,0.187692617
2.684400673,2.428706307,2.975812554,0.092954496
2.011667792,1.649136024,1.274458478,0.241882955
1.136926088,1.274888992,1.249842752,0.348144827
2.957707052,2.184620153,2.6358948,0.129574782
2.097916671,2.676828847,1.518603647,0.187519176
1.361933604,1.725143557,2.046355356,0.204633998
2.045661638,2.001295063,1.774566913,0.205045744
1.209311209,2.599106065,2.387897363,0.059513101
2.882556219,2.557971191,2.911225812,0.090681016
1.602924695,1.720780317,2.40979587,0.174247318
1.047619873,2.844855085,1.442855448,0.106663514
1.863353469,1.244204014,1.098783803,0.20927187
1.947948659,2.367137635,1.114869512,0.275615806
2.507786057,1.99345199,2.69749396,0.136465079
1.448170383,1.496199948,2.759439571,0.175725393
1.278855819,2.953819656,1.970064517,0.059462273
1.484236698,1.014836788,1.104455685,0.23920222
2.086712039,1.591789782,1.61395674,0.22180054
1.737690491,2.091046926,1.24305382,0.274961751
2.756785328,1.952947348,1.42261729,0.193841551
1.512624186,1.675035697,1.358002741,0.287561205
2.03944151,2.22800457,1.477739127,0.225955093
2.396808452,2.691165149,2.844624083,0.073867021
1.145033312,1.406853979,2.949204924,0.176452626
1.425550875,2.190466465,1.706600656,0.187154149
1.086872421,2.400511885,1.255246623,0.220446112
1.269454033,2.222626873,2.76955162,0.078848666
1.49473698,1.953283492,1.154735377,0.309360019
1.013586597,2.11672639,1.282430984,0.257822246
2.937267967,2.020713031,2.590307673,0.13997237
2.957716446,2.659947976,2.08505054,0.138589628
1.522180757,1.67835855,1.582967919,0.259933515
1.844567662,2.530238001,1.684677214,0.167981313
1.695556885,2.410850541,1.37681377,0.227305761
1.814021842,1.41887512,1.639257983,0.237441958
2.281051515,1.102905371,1.623087481,0.164706312
1.812556266,1.314561451,1.981812651,0.21955109
2.201132289,1.421361935,2.13251443,0.191007554
1.317070139,1.835388588,2.767995007,0.128239216
1.224264521,1.762382704,2.42021128,0.160734444
2.955378665,1.495730567,1.054287396,0.108158696
2.362158366,2.687043612,1.23723451,0.233252995
